id,name_cn,name_en,landmark_catalog_name,description_cn,description_en,map_name,x,y,landmark_catalog_id,landmark_catalog_uniform_id,map_id
821490,第三口大钟,Translation Pending,Secret Location,共三口钟，全部敲响后可进入隐藏地区“旧观音禅院”,Translation Pending,Black Wind Mountain,-0.4074129468333467,0.733414214395907,3284,18,48
821485,第二口大钟,Translation Pending,Secret Location,共三口钟，全部敲响后可进入隐藏地区“旧观音禅院”,Translation Pending,Black Wind Mountain,-0.5291115538180406,1.0684879780219632,3284,18,48
821511,沙门村-不济谷,Translation Pending,Shrine,<p>[位置描述]<br></p>,Translation Pending,Yellow Wind Sage,-0.8489814892195113,0.9310137019917732,3286,0,49
821516,卧虎寺-寺门,Translation Pending,Shrine,<p>[位置描述]<br></p>,Translation Pending,Yellow Wind Sage,-0.48540802599720223,0.9133885095156842,3286,0,49
821521,黄风阵：定风桥,Translation Pending,Shrine,<p>[位置描述]<br></p>,Translation Pending,Yellow Wind Sage,-0.26573334067569476,1.0134981781222194,3286,0,49
821527,黄风阵：定风庄,Translation Pending,Shrine,位置：在出了庄园，爬上山后遇到的第一个桥前面<div>一条小路上山</div>,Translation Pending,Yellow Wind Sage,-0.23107574921004925,0.8254749424856982,3286,0,49
821528,挟魂崖：枕石坪,Translation Pending,Shrine,在大石头后面,Translation Pending,Yellow Wind Sage,-0.14800631838221534,0.7549393571098477,3286,0,49
821529,挟魂崖：碎石台,Translation Pending,Shrine,<p>地图画反了，下来往左看是碎石台<br></p>,Translation Pending,Yellow Wind Sage,-0.26658766004860013,0.7914995313246038,3286,0,49
821530,挟魂崖-藏风山凹,Translation Pending,Shrine,<p>[位置描述]<br></p><p>前面有个佛头，注意收集佛目珠</p>,Translation Pending,Yellow Wind Sage,-0.4301057208561758,0.6776285395620505,3286,0,49
821540,卧虎寺-地窖,Translation Pending,Shrine,<p>[位置描述]<br></p>,Translation Pending,Yellow Wind Sage,-0.3389866463507758,0.89943623273561,3286,0,49
821582,沙门村-村口,Translation Pending,Shrine,<p>解锁新披挂套装-乌金 解锁武器升级路线</p>,Translation Pending,Yellow Wind Sage,-1.0408670579194848,0.5732552491620879,3286,0,49
821609,黄风阵：镇风门,Translation Pending,Shrine,<p>类似篝火，建议每个土地庙都看下商店和铸造有没有新货<br></p>,Translation Pending,Yellow Wind Sage,-0.4160137414234555,0.8203394330564606,3286,0,49
821667,隐·斯哈哩国-沙门关,Translation Pending,Shrine,<p>类似篝火，建议每个土地庙都看下商店和铸造有没有新货<br></p>,Translation Pending,Yellow Wind Sage,-0.16059088843823588,0.8366969547872145,3286,0,49
821686,沙门村-井底,Translation Pending,Shrine,<p>类似篝火，建议每个土地庙都看下商店和铸造有没有新货<br></p><p>解锁步骤：</p><p>1.击败虎伥，获得旧拨浪鼓。</p><p>2.坐定风庄土地庙，往后走，过去石门，到左手触发对话。</p><p>3.去双鼠boss战位置，解锁石门，往下走，看到桥往右去，触发对话。</p><p>4.回到标记点，触发对话。即可解锁。</p>,Translation Pending,Yellow Wind Sage,-1.3607514011088142,0.6963716305426715,3286,0,49
821684,隐·斯哈里国-沙门界,Translation Pending,Shrine,<p>类似篝火，建议每个土地庙都看下商店和铸造有没有新货<br></p>,Translation Pending,Yellow Wind Sage,-0.14836614860340092,0.8859468367946874,3286,0,49
821598,卧虎寺塑像底,Translation Pending,Meditation Spot,<p>[地点描述]:大门楼梯走上来第三层左边<br></p>,Translation Pending,Yellow Wind Sage,-0.4707244283405885,0.9372124761396918,3287,1,49
821631,黄风阵佛窟前,Translation Pending,Meditation Spot,<p>[地点描述]:<br></p>,Translation Pending,Yellow Wind Sage,-0.49392876996864743,0.8547560262557568,3287,1,49
821643,枕石平枯松下打坐点,Translation Pending,Meditation Spot,"<p style=""text-shadow: rgb(177, 177, 181) 0px 0px 0px !important;"">猪妖左手边悬崖处<br></p>",Translation Pending,Yellow Wind Sage,-0.18900904412370778,0.829815919311315,3287,1,49
821646,碎石台谷壑处打坐处,Translation Pending,Meditation Spot,<p>[地点描述]:沿着图片位置直走。<br></p>,Translation Pending,Yellow Wind Sage,-0.27718581868589354,0.7680769136844958,3287,1,49
821661,沙门村佛亭前,Translation Pending,Meditation Spot,浪里个波位置，前面崖上。,Translation Pending,Yellow Wind Sage,-0.947593266510097,0.5400009507196302,3287,1,49
821675,沙门界石岩上,Translation Pending,Meditation Spot,<p>打完老虎左边沿边界走<br></p><p>从黄金箱子的位置看过去</p>,Translation Pending,Yellow Wind Sage,-0.1700901767264611,0.90949842814112,3287,1,49
821522,碎金片,Translation Pending,Chest,<p>[奖励物品]:碎金片*3，蝉丝*3<br></p>,Translation Pending,Yellow Wind Sage,-0.19773879521886784,0.9021820241394352,3288,2,49
821524,宝箱,Translation Pending,Chest,<p>打碎木栅栏后，正前方就是棺材宝箱</p><p>进去后小心左边屋檐下有一个吐痰怪，房子里有干尸</p><p>[奖励物品]:</p><p>妖核x3&nbsp;<br></p><p>或 蚕丝×3</p>,Translation Pending,Yellow Wind Sage,-0.31205929472369576,0.9275833407719034,3288,2,49
821526,碎金片,Translation Pending,Chest,<p>[奖励物品]:<br></p><p>碎金片x3</p><p>妖核x2</p>,Translation Pending,Yellow Wind Sage,-0.23720425689819535,0.8477079681019859,3288,2,49
821544,宝箱,Translation Pending,Chest,<p>[奖励物品]:一个小金片，三个碎金片<br></p>,Translation Pending,Yellow Wind Sage,-0.2711859757774562,0.6054498528560828,3288,2,49
821552,宝箱,Translation Pending,Chest,<p>[奖励物品]:2个蚕丝（棺材宝箱，图中的位置，地图有误，不在地图这里）<br></p>,Translation Pending,Yellow Wind Sage,-0.5512241599307401,0.7914803457920954,3288,2,49
821599,宝箱,Translation Pending,Chest,<p>金碎片×3 蚕丝×3 妖核×2</p>,Translation Pending,Yellow Wind Sage,-1.1452925893130441,0.6760177591733054,3288,2,49
821605,宝箱,Translation Pending,Chest,<p>[奖励物品]:小金片*2<br></p><p>碎金片*2</p>,Translation Pending,Yellow Wind Sage,-0.9986683554187152,0.7137908912809081,3288,2,49
821611,藏龙洞,Translation Pending,Chest,<p>[奖励物品]:镇雷骨材料和一个珍玩佩<br></p>,Translation Pending,Yellow Wind Sage,-0.04961053632504786,0.8008168789166206,3288,2,49
821612,宝箱,Translation Pending,Chest,<p>[奖励物品]:蚕丝X4或妖核/铁中血+换金道具<br></p><p>在上第一个台阶右边</p>,Translation Pending,Yellow Wind Sage,-0.4469917702519126,0.9319807751707287,3288,2,49
821642,铁中血,Translation Pending,Chest,<p>[奖励物品]:</p><p>铁中血、</p><p>妖核*3 或 蚕丝×3</p>,Translation Pending,Yellow Wind Sage,-1.2040625754265477,1.062259280971574,3288,2,49
821673,宝箱,Translation Pending,Chest,<p>[奖励物品]:碎金块，妖核<br></p>,Translation Pending,Yellow Wind Sage,-0.38264518428258043,0.7067540830840642,3288,2,49
821681,宝箱,Translation Pending,Chest,<p>过桥后左边第一个房子里</p><p>[奖励物品]:小金片X1 碎金片X3<br></p>,Translation Pending,Yellow Wind Sage,-0.24351912509192175,0.9780364125869738,3288,2,49
821685,虚空结+金稳兽,Translation Pending,Chest,<p>虚空结，金稳兽<br></p><p>过了虎先锋以后，一进入黄金国的左手边</p>,Translation Pending,Yellow Wind Sage,-0.17632207103019937,0.8900056553148801,3288,2,49
821693,玲珑内丹,Translation Pending,Chest,<p>[奖励物品]:沿着右边一直走，在大石头后面有个棺材，打开就是<br></p>,Translation Pending,Yellow Wind Sage,-0.1337325288019997,0.8939712583970021,3288,2,49
821702,五鬼葫芦,Translation Pending,Chest,回血葫芦，井下打败boss，洞穴左前方棺材中,Translation Pending,Yellow Wind Sage,-1.3309624122198613,0.7163169266457885,3288,2,49
821703,玲珑内丹,Translation Pending,Chest,<p>[奖励物品]:<br></p>,Translation Pending,Yellow Wind Sage,-0.29189122847145654,0.5509396676100806,3288,2,49
821704,材料宝箱,Translation Pending,Chest,<p>[奖励物品]:碎金片或者妖核<br></p>,Translation Pending,Yellow Wind Sage,-0.23254014773556264,0.819970769774713,3288,2,49
821719,棺材宝箱,Translation Pending,Chest,<p>[奖励物品]随机<br></p>,Translation Pending,Yellow Wind Sage,-0.2035841384555681,0.7041061540153919,3288,2,49
821711,宝箱,Translation Pending,Chest,<p>狸侍长出门回头有个宝箱</p><p>[奖励物品]:蚕丝*2或者妖核<br></p>,Translation Pending,Yellow Wind Sage,-0.3539707077889318,0.9711116106944928,3288,2,49
821700,宝箱,Translation Pending,Chest,<p>[奖励物品]:铁中血 蚕丝*3<br></p><p>需要滑动途中跳起来到达</p>,Translation Pending,Yellow Wind Sage,-0.33898656230562096,0.800243184787476,3288,2,49
821604,九转金丹,Translation Pending,Pill,<p>[注意事项]:有两个怪，打完之后再最里面<br></p>,Translation Pending,Yellow Wind Sage,-0.48384490670397895,0.9800977328804237,3289,3,49
821637,碧藕金丹,Translation Pending,Pill,<p>[用途]:大幅增加生命上限<br></p><p>[注意]：箱子边有老6，别被吓到。在地窖内，不在地上</p>,Translation Pending,Yellow Wind Sage,-0.42561447907391425,0.9453372402297191,3289,3,49
821650,太乙紫金丹,Translation Pending,Pill,<p>[注意事项]:鼠司空旁边小径<br></p>,Translation Pending,Yellow Wind Sage,-0.2817778504621913,0.7850228236604977,3289,3,49
821728,青山骨(概率),Translation Pending,Vessel/Drink/Soak,<p>青山骨不是固定获得，是采药材时随机掉落！<br></p><p>青山骨不是固定获得，是采药材时随机掉落！<br></p><p>青山骨不是固定获得，是采药材时随机掉落！<br></p><p>这个位置只是说有这个道具，不一定是在这采集能获得！</p><p>在第二章采集任何药材都有可能掉落，效果是提升少许生命上限</p>,Translation Pending,Yellow Wind Sage,-0.9937832953653754,1.0247620966106012,3290,4,49
821585,梭罗琼芽,Translation Pending,Vessel/Drink/Soak,"<p>[注意事项]:泡酒物-上品<br></p><p>作用：饮酒后一段时间增加少许伤害减免,</p><p>正门不好进入可以先从这里进入</p>",Translation Pending,Yellow Wind Sage,-0.9082575828825554,0.7710247725255357,3290,4,49
821580,羔儿酿,Translation Pending,Vessel/Drink/Soak,<p>[注意事项]:<br></p><p>和椰子酒不共享强化等级，效果有所不同</p><p>效果：立即回复2成生命，随后回复2.5成生命</p>,Translation Pending,Yellow Wind Sage,-0.8499808818635017,0.34127467217541607,3290,4,49
821520,铜丸,Translation Pending,Vessel/Drink/Soak,<p>饮酒后一段时间内，下次[铜头铁臂]不消耗法力</p>,Translation Pending,Yellow Wind Sage,-0.40600315622640437,1.036239432714268,3290,4,49
821665,虎舍利,Translation Pending,Vessel/Drink/Soak,"<p>[注意事项]:位于滑下坡时路径上方阁楼，可使用跳跃调整滑坡时位置，跳跃+重击或者跳跃+2技能聚形散气 都<span style=""font-family: var(--van-base-font);"">能上去</span></p>",Translation Pending,Yellow Wind Sage,-0.34683829246989717,0.9387077910774622,3290,4,49
821656,铁骨银参(概率),Translation Pending,Vessel/Drink/Soak,<p>[注意事项]:采集野山参有概率掉落<br></p>,Translation Pending,Yellow Wind Sage,-0.2717829518428232,0.8449227168314906,3290,4,49
821556,[丹方]避凶药,Translation Pending,Formula,<p>[注意事项]:<br></p><p>击杀大青蛙“浪里个波”后获得。</p>,Translation Pending,Yellow Wind Sage,-0.9670859259825022,0.49863535386859326,3291,5,49
821514,飞龙鳞片,Translation Pending,Key Item,<p>[获取方式]:<br>使用幽魂精魄撞开附近的佛教壁画</p><p>[用途]:<br>回到第一章瀑布处打赤髯龙</p>,Translation Pending,Yellow Wind Sage,-0.737965420290351,0.9498806797036536,3293,6,49
821533,佛目珠,Translation Pending,Key Item,<p>[获取方式]:<br>在土地庙左边的山石后方，与佛像互动获得</p><p>[用途]:</p><p>解锁妖王：石敢当，和另一个妖王：石先锋在同一个场地，双方会领地冲突。</p>,Translation Pending,Yellow Wind Sage,-0.19246559294489884,0.7744427214431227,3293,6,49
821542,佛目珠,Translation Pending,Key Item,<p>[获取方式]:<br>与佛像互动获得</p><p>[用途]:</p><p>解锁妖王：石敢当，和另一个妖王：石先锋在同一个场地，双方会领地冲突。</p>,Translation Pending,Yellow Wind Sage,-0.48360992329259034,0.673077787869488,3293,6,49
821545,佛目珠,Translation Pending,Key Item,"<p><span style=""font-family: var(--van-base-font);"">[获取方式]:</span><br></p><p><span style=""font-family: var(--van-base-font);"">在脚手架上，有一个盾兵和两个远程看守，</span>与佛像互动获得</p><p>[用途]:</p><p>解锁妖王：石敢当，和另一个妖王：石先锋在同一个场地，双方会领地冲突。</p>",Translation Pending,Yellow Wind Sage,-0.23085839940884512,0.6201135873507582,3293,6,49
821547,佛目珠,Translation Pending,Key Item,<p>[获取方式]:<br>与佛像互动获得</p><p>[用途]:</p><p>解锁妖王：石敢当，和另一个妖王：石先锋在同一个场地，双方会领地冲突。</p>,Translation Pending,Yellow Wind Sage,-0.21086209403520684,0.6776304176905228,3293,6,49
821548,佛目珠,Translation Pending,Key Item,"<p>[获取方式]:<br>雕像右边上去，与佛像互动获得</p><p>[用途]:</p><p><span style=""font-family: var(--van-base-font);"">解锁妖王：石敢当，和另一个妖王：石先锋在同一个场地，双方会领地冲突。</span><br></p><br>",Translation Pending,Yellow Wind Sage,-0.39053603693938044,0.784121383645612,3293,6,49
821550,佛目珠,Translation Pending,Key Item,<p>[获取方式]:<br>在石母左侧山洞外地面上，与佛像互动获得</p><p>[用途]:</p><p>解锁妖王：石敢当，和另一个妖王：石先锋在同一个场地，双方会领地冲突。</p>,Translation Pending,Yellow Wind Sage,-0.23706143766452215,0.7626360983167189,3293,6,49
821694,旧拨浪鼓,Translation Pending,Key Item,<p>[获取方式]:<br>击杀虎仗后掉落</p><p>[用途]:</p><p>完成相关支线必备物品</p>,Translation Pending,Yellow Wind Sage,-0.23829286768986435,0.8096728068123156,3293,6,49
821695,一块血肉,Translation Pending,Key Item,<p>[获取方式]:<br></p><p>对战沙国王父子时，先击杀沙国王，后击杀暴怒的沙二郎，即可获得。（若击杀顺序相反，则不获得）</p><p>[用途]:</p><p>用于触发后面沙大郎的对战（若先击杀沙二郎，后面沙大郎的对战会由逃走的沙国王自动触发）</p>,Translation Pending,Yellow Wind Sage,-0.8050995831955561,0.8240895529495731,3293,6,49
821707,石之厉,Translation Pending,Key Item,<p>[获取方式]:<br>击败头目石先锋获得</p><p>[用途]:</p><p>开启部分关卡</p>,Translation Pending,Yellow Wind Sage,-0.2422386410669617,0.7896788860549293,3293,6,49
821670,醒酒石/登仙散,Translation Pending,Key Item,<p>[获取方式]:击碎发光陶罐，如果之前在石中人买了醒酒石，这里会变成登仙散（一定时间内所有动作不消耗气力）<br></p><p>[用途]:</p>,Translation Pending,Yellow Wind Sage,-0.20153997413211755,0.9356716661703501,3293,6,49
821653,毫毛·身外身法,Translation Pending,Key Item,<p>[获取方式]:到达该位置进入过程动画<br><br></p><p>[用途]:分身奇数，围殴必备</p><p><br></p><p>[备注]:如果是先走的地窖，会在地窖处获得</p>,Translation Pending,Yellow Wind Sage,-0.40206609341458943,0.8165768510998959,3293,6,49
821676,琉璃舍利瓶,Translation Pending,Curio,<p>[获取方式]:桌子上的小箱子<br></p><p>效果：闪身时恢复体力</p>,Translation Pending,Yellow Wind Sage,-0.22343285299336912,0.8024546670399388,3294,7,49
821608,定风珠,Translation Pending,Vessel,<p>[获取方式]:<br></p><p>击败boss后获取</p><p>对黄风大圣宝具，同时开法宝会对敌人造成硬直，很适合用于起手或者连招中穿插</p>,Translation Pending,Yellow Wind Sage,-0.13434687049354466,0.9217397882385683,3295,8,49
821597,疾蝠精魄,Translation Pending,Spirit,<p>【获取奖励】铁中血</p><p>[获取方式]:蓝色小精英怪<br></p><p><br></p>,Translation Pending,Yellow Wind Sage,-0.5338056274961787,0.9786223387077655,3296,9,49
821603,鼠弩手精魄,Translation Pending,Spirit,<p>[获取方式]:反向推开门后四只鼠弩手会下来，发蓝光那只掉精魄<br></p>,Translation Pending,Yellow Wind Sage,-1.0445563606089365,0.6985235869538684,3296,9,49
821624,骨悚然精魂,Translation Pending,Spirit,<p>[奖励]:骨悚然精魂</p><p><br></p><p>[攻略要点]:注意，这货比其他的骨悚然多了个投技，上来不要直接铜头铁臂</p>,Translation Pending,Yellow Wind Sage,-0.07295146596342761,0.810093716763447,3296,9,49
821663,鼠司空精魄,Translation Pending,Spirit,<p>开始会放大招，变出三个耗子分身发激光，生命上限低就是一下秒你！打斗过程中还会再放一次</p><p>[获取方式]:击杀鼠司空<br></p>,Translation Pending,Yellow Wind Sage,-0.26989881292490736,0.7796599998570315,3296,9,49
821688,虎伥精魄,Translation Pending,Spirit,<p>[获取方式]:桥上击败虎伥，桥两侧无空气墙<br></p>,Translation Pending,Yellow Wind Sage,-0.23368238312400536,0.811219071440874,3296,9,49
821689,沙二郎精魂,Translation Pending,Spirit,<p>[获取方式]:遇到沙国王父子时，先击杀沙国王，后击杀暴怒状态的沙二郎。（如果顺序反了或者同时击杀就不掉落）<br></p>,Translation Pending,Yellow Wind Sage,-0.7818977040729465,0.8450107377656053,3296,9,49
821729,地狼精魄,Translation Pending,Spirit,<p>[获取方式]:击杀地狼后吸取<br></p>,Translation Pending,Yellow Wind Sage,-1.0788904487160096,0.7891527000423935,3296,9,49
821635,石双双精魄,Translation Pending,Spirit,<p>[获取方式]:击杀石双双获得技能<br></p>,Translation Pending,Yellow Wind Sage,-0.22499533796906235,0.7423965966284243,3296,9,49
821666,狸侍长精魄,Translation Pending,Spirit,"<p>[获取方式]:<br></p><p>挺难打，建议要么开分身上去莽，要么一个个勾引过来打，不然很容易被连死。只要干死那个冒蓝火的剩下的几个怪都会跑掉。</p><p>----</p><div data-zone-id=""0"" data-line-index=""0"" data-line=""true"" style=""white-space-collapse: preserve;"">阴间玩意儿，4只双刀侠暴揍路过吗喽分分钟给你削成肉泥</div><div data-zone-id=""0"" data-line-index=""0"" data-line=""true"" style=""white-space-collapse: preserve;"">----</div><div data-zone-id=""0"" data-line-index=""0"" data-line=""true"" style=""white-space-collapse: preserve;"">逆天东西，变身上去干3秒两管血秒没</div><div data-zone-id=""0"" data-line-index=""0"" data-line=""true"" style=""white-space-collapse: preserve;"">﹉﹉</div><div data-zone-id=""0"" data-line-index=""0"" data-line=""true"" style=""white-space-collapse: preserve;"">趁他们发现你的前摇动画时直接变广智，一直突刺蓝色的，然后大头砸一下就死了</div>",Translation Pending,Yellow Wind Sage,-0.38013563698555686,0.9440379981495255,3296,9,49
821669,鼠禁卫精魄,Translation Pending,Spirit,<p>[获取方式]:这里2个鼠禁卫，蓝光的那个会掉落<br></p>,Translation Pending,Yellow Wind Sage,-0.25632759793393234,0.8539525090015871,3296,9,49
821534,黄袍员外(一只猪),Translation Pending,Characters,"<p><span style=""font-family: var(--van-base-font);"">[相关事件]:</span><br></p><p>1.找石中人买解酒的道具，也有地方直接捡</p><p>2.解酒后会跑到虎寺附近（可参考地图点位）</p><p>3.丢失的金片击杀沙大郎掉落</p><p>4.再回到本地点会触发boss战，打赢后会带你去黄金国隐藏关</p><p>[奖励]:一个面具，提高饮酒后攻击力</p>",Translation Pending,Yellow Wind Sage,-0.2031533590044603,0.8265369690373916,3298,10,49
821541,葫芦仙人,Translation Pending,Characters,"<p>[位置描述]:</p><p><br></p><p>[相关事件]:葫芦仙人在做浮雕，没拿到龙鳞的时候和他对话会被告知这里有个龙被杀了，鳞片藏在某处,如果拿到鳞片但没有打过龙，拿到鳞片且打过龙，这三种的对话有些许不一样。</p><p><br></p><p>[奖励]:</p>",Translation Pending,Yellow Wind Sage,-0.5101400893976233,0.8553335796423198,3298,10,49
821546,石中人,Translation Pending,Characters,<p>[位置描述]:</p><p>在一条有小水坑的路径尽头</p><p>[相关事件]:</p><p>1.石中人会忽悠你去左边的洞窟打石母</p><p>2.交付石母后，会直接私吞并赶你走，此时可以打他</p><p>3.攻击后进入boss战，打败后回收石母，可获得石头变身</p><p>4.再过来以后，石中人会卖一些强化材料</p><p>5.拨浪鼓剧情结束后来这里有额外对话</p><p>[奖励]:</p>,Translation Pending,Yellow Wind Sage,-0.21839351216789282,0.6560395632335059,3298,10,49
821601,马哥,Translation Pending,Characters,<p>[相关事件]:</p><p>打完boss旁边是被绑的马哥</p><p>善良的马哥劝你不要投靠他们<br></p><p>对话完还会说自己就能脱身不用玩家管（什么经典葱哥台词）</p><p>没看到马哥的话，去翠竹林后山点找马哥对话，再回来</p><p><br></p><p>[奖励]:无</p>,Translation Pending,Yellow Wind Sage,-1.2725514414336772,0.7873014317246287,3298,10,49
821539,戌狗-第二步,Translation Pending,Characters,"<p><span style=""font-family: var(--van-base-font);"">[相关事件]:</span><br></p><p>在这里可以用玲珑内丹进行炼丹，可永久增加属性</p><p>同时也会卖各种丹方</p><p>[奖励]:对话-招呼-玲珑内丹</p><p>另外准备在这里准备个还魂丹后面小西天打辰龙他要还魂丹</p>",Translation Pending,Yellow Wind Sage,-0.3883723314594363,0.9103675781633314,3298,10,49
821659,黄袍员外 第二步,Translation Pending,Characters,<p>[相关事件]:在石中人那里买醒酒石交给员外他就会跑这来<br></p><p>在上去的第三个台阶，不在寺庙里面</p><p>要碧藕</p><p>往右边看，一头老猪在那里</p><p><br></p><p>[奖励]:</p>,Translation Pending,Yellow Wind Sage,-0.44420528908062806,0.9394338559666551,3298,10,49
821835,黄风怪[要先和他对话],Translation Pending,Characters,<p>[相关事件]:<br></p><p>召唤BOSS</p><p>[奖励]:</p>,Translation Pending,Yellow Wind Sage,-0.14139064937089074,0.9017425285681355,3298,10,49
821648,戌狗,Translation Pending,Characters,<p>[相关事件]:</p><p>打败浪里个波交付物品</p><p>[奖励]:</p><p>在土地庙解锁【炼丹】功能</p><p>避凶药×2</p>,Translation Pending,Yellow Wind Sage,-0.9920529101614477,0.5416765762196007,3298,10,49
821652,鼠国国民,Translation Pending,Characters,<p>[相关事件]:<br></p><p>会触发对话，击杀双头怪对话会更新</p><p>为鼠国国民，提到三王子去往西天佛国，两个声音互相对话疑似也是双头鼠或两人躲藏在一起。</p><p>在小西天找到三小王子后可以来这里找他，有新对话。<br>也就是说，这其实是提示了成就24需要到小西天，前两章最高到23成就。</p>,Translation Pending,Yellow Wind Sage,-1.2489416842003038,0.9344829591154138,3298,10,49
821518,虎先锋,Translation Pending,Yaoguai Chief,<p>[奖励]:法术：铜头铁臂</p><p><br></p><p>[攻略要点]:刀反而比较简单，拳形态boss一定不能慌张，一味连滚只会全吃，摸清快慢刀就过了</p><p>变石头时不打就不会触发弹反</p>,Translation Pending,Yellow Wind Sage,-0.45804911986138563,0.9403745312692848,3305,11,49
821621,小骊龙,Translation Pending,Yaoguai Chief,<p>[奖励]:内丹，宝箱</p><p><br></p><p>[攻略要点]:</p><p>砸地的时候可以站在石头上躲避。Boss的攻击会把地上的石头敲碎，务必小心走位留一两块石头来躲技能。</p><p>可以做了石中人的任务后再来，变身石头人+定身术可以破2次BOSS大招。</p>,Translation Pending,Yellow Wind Sage,-0.05404029159316792,0.8046848706860175,3305,11,49
821708,石敢当,Translation Pending,Yaoguai Chief,"<p>[奖励]:</p><p>物品【受蕴】、玲珑内丹</p><p>【出云棍】铸造材料</p><p><br></p><p>[攻略要点]:</p><p>隐藏BOSS，需要上交6个佛目珠</p><p>会和石先锋内战</p><p>内战都没打过的话可以覆盖存档再打<span style=""font-family: var(--van-base-font);"">blackmythwukong&gt;b1&gt;saved&gt;savegamesbackup，这里面有很多以前的存档，自己替换到savegames里面那个文档的里面</span></p><p><br></p>",Translation Pending,Yellow Wind Sage,-0.21649480779200303,0.7768081721371516,3305,11,49
